# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ask	Rv3709c	CCP46535	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
asnB	Rv2201	CCP44978	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asnT	EBG00000313352	EBG00000313352-1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aspB	Rv3565	CCP46387	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
aspC	Rv0337c	CCP43067	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
aspS	Rv2572c	CCP45368	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
aspT	EBG00000313335	EBG00000313335-1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
atpA	Rv1308	CCP44065	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
atpB	Rv1304	CCP44061	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atpC	Rv1311	CCP44068	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
atpD	Rv1310	CCP44067	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
atpE	Rv1305	CCP44062	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atpF	Rv1306	CCP44063	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atpG	Rv1309	CCP44066	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
atpH	Rv1307	CCP44064	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
atsB	Rv3299c	CCP46118	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
atsD	Rv0663	CCP43406	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
bcp	Rv2521	CCP45315	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bcpB	Rv1608c	CCP44372	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
betP	Rv0917	CCP43665	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bfrA	Rv1876	CCP44642	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
bfrB	Rv3841	CCP46670	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
bglS	Rv0186	CCP42912	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bioA	Rv1568	CCP44332	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bioB	Rv1589	CCP44353	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	6
bioD	Rv1570	CCP44334	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
bioF1	Rv1569	CCP44333	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bioF2	Rv0032	CCP42754	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	7
bisC	Rv1442	CCP44201	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bkdA	Rv2497c	CCP45291	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bkdB	Rv2496c	CCP45290	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bkdC	Rv2495c	CCP45289	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
blaC	Rv2068c	CCP44842	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
blaI	Rv1846c	CCP44612	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
blaR	Rv1845c	CCP44611	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
bpoA	Rv3473c	CCP46295	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
bpoB	Rv1123c	CCP43877	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
bpoC	Rv0554	CCP43292	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cadI	Rv2641	CCP45439	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
caeA	Rv2224c	CCP45002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
canA	Rv1284	CCP44040	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
canB	Rv3588c	CCP46411	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
carA	Rv1383	CCP44142	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
carB	Rv1384	CCP44143	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cbs	Rv1077	CCP43828	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ccdA	Rv0527	CCP43264	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ccsA	Rv0529	CCP43266	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
cdd	Rv3315c	CCP46135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cdh	Rv2289	CCP45071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cdsA	Rv2881c	CCP45683	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
celA1	Rv0062	CCP42784	protein_coding	0	0	1	7	0	0	0	0	4	0	1	0	0	0	0	0	0	3
celA2b	Rv1090	CCP43843	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ceoB	Rv2691	CCP45489	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ceoC	Rv2692	CCP45490	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cfp2	Rv2376c	CCP45164	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3
cfp21	Rv1984c	CCP44754	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
cfp29	Rv0798c	CCP43546	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
cfp6	Rv3004	CCP45810	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
chaA	Rv1607	CCP44371	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
che1	Rv2393	CCP45181	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
choD	Rv3409c	CCP46231	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
cinA	Rv1901	CCP44668	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
citA	Rv0889c	CCP43637	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
citE	Rv2498c	CCP45292	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
clgR	Rv2745c	CCP45544	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
clpB	Rv0384c	CCP43114	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
clpC1	Rv3596c	CCP46419	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
clpC2	Rv2667	CCP45465	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
clpP1	Rv2461c	CCP45254	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
clpP2	Rv2460c	CCP45253	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
clpX	Rv2457c	CCP45250	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
cmaA1	Rv3392c	CCP46213	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cmaA2	Rv0503c	CCP43240	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
cmk	Rv1712	CCP44478	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
cmr	Rv1675c	CCP44440	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cmtR	Rv1994c	CCP44766	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
coaA	Rv1092c	CCP43845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
coaE	Rv1631	CCP44395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cobB	Rv2848c	CCP45649	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cobC	Rv2231c	CCP45009	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cobD	Rv2236c	CCP45015	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
cobG	Rv2064	CCP44838	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cobH	Rv2065	CCP44839	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cobI	Rv2066	CCP44840	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
cobK	Rv2070c	CCP44844	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cobL	Rv2072c	CCP44846	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	3
cobM	Rv2071c	CCP44845	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cobN	Rv2062c	CCP44835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cobO	Rv2849c	CCP45650	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cobQ1	Rv0255c	CCP42984	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
cobQ2	Rv3713	CCP46539	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
cobU	Rv0254c	CCP42983	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
corA	Rv1239c	CCP43995	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cpsA	Rv3484	CCP46306	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cpsY	Rv0806c	CCP43554	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	3
crp	Rv3676	CCP46499	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
csd	Rv1464	CCP44223	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
csoR	Rv0967	CCP43716	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	5
cspA	Rv3648c	CCP46471	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cspB	Rv0871	CCP43619	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cstA	Rv3063	CCP45872	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ctaB	Rv1451	CCP44210	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ctaC	Rv2200c	CCP44977	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ctaD	Rv3043c	CCP45852	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ctaE	Rv2193	CCP44970	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ctpA	Rv0092	CCP42817	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ctpB	Rv0103c	CCP42828	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ctpE	Rv0908	CCP43656	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ctpF	Rv1997	CCP44769	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ctpG	Rv1992c	CCP44764	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ctpH	Rv0425c	CCP43156	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ctpI	Rv0107c	CCP42832	protein_coding	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	3
ctpJ	Rv3743c	CCP46570	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ctpV	Rv0969	CCP43718	protein_coding	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	5
cut1	Rv1758	CCP44524	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
cut2	Rv2301	CCP45083	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
cut3	Rv3451	CCP46273	protein_coding	0	0	2	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0
cut4	Rv3452	CCP46274	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
cycA	Rv1704c	CCP44469	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
cydC	Rv1620c	CCP44384	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cydD	Rv1621c	CCP44385	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cyp121	Rv2276	CCP45058	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cyp123	Rv0766c	CCP43513	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
cyp124	Rv2266	CCP45047	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cyp125	Rv3545c	CCP46367	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cyp126	Rv0778	CCP43525	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	2
cyp128	Rv2268c	CCP45049	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cyp130	Rv1256c	CCP44012	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cyp132	Rv1394c	CCP44153	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
cyp135A1	Rv0327c	CCP43057	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
cyp135B1	Rv0568	CCP43306	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cyp136	Rv3059	CCP45868	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
cyp138	Rv0136	CCP42861	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
cyp139	Rv1666c	CCP44431	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cyp140	Rv1880c	CCP44646	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
cyp141	Rv3121	CCP45931	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cyp142	Rv3518c	CCP46340	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cyp143	Rv1785c	CCP44551	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
cyp144	Rv1777	CCP44544	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cyp51	Rv0764c	CCP43511	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
cysA1	Rv2397c	CCP45187	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cysA2	Rv0815c	CCP43563	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
cysA3	Rv3117	CCP45927	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
cysD	Rv1285	CCP44041	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
cysE	Rv2335	CCP45123	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
cysG	Rv2847c	CCP45648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cysK1	Rv2334	CCP45122	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
cysK2	Rv0848	CCP43596	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
cysM	Rv1336	CCP44094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cysN	Rv1286	CCP44042	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
cysO	Rv1335	CCP44093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cysQ	Rv2131c	CCP44906	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
cysS1	Rv3580c	CCP46403	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
cysT	Rv2399c	CCP45189	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
cysU	EBG00000313372	EBG00000313372-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cysW	Rv2398c	CCP45188	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
dacB1	Rv3330	CCP46151	protein_coding	0	0	1	7	0	0	0	0	3	0	1	0	0	0	0	0	0	4
dacB2	Rv2911	CCP45713	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dapA	Rv2753c	CCP45552	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dapB	Rv2773c	CCP45572	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
dapC	Rv0858c	CCP43606	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
dapD	Rv1201c	CCP43957	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
dapE	Rv1202	CCP43958	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	6
dapF	Rv2726c	CCP45524	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dcd	Rv0321	CCP43051	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
dctA	Rv2443	CCP45236	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ddlA	Rv2981c	CCP45786	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ddn	Rv3547	CCP46369	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
deaD	Rv1253	CCP44009	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dedA	Rv2637	CCP45435	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
def	Rv0429c	CCP43160	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
deoA	Rv3314c	CCP46134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
deoC	Rv0478	CCP43212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
deoD	Rv3307	CCP46126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
desA1	Rv0824c	CCP43572	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3
desA2	Rv1094	CCP43847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
desA3	Rv3229c	CCP46048	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
devB	Rv1445c	CCP44204	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
devR	Rv3133c	CCP45943	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
devS	Rv3132c	CCP45942	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dfp	Rv1391	CCP44150	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dfrA	Rv2763c	CCP45562	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
dgt	Rv2344c	CCP45132	protein_coding	0	0	1	10	0	0	0	0	1	0	1	0	0	0	0	0	0	9
dhaA	Rv2579	CCP45375	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dinG	Rv1329c	CCP44087	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dinP	Rv3056	CCP45865	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dipZ	Rv2874	CCP45676	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
dlaT	Rv2215	CCP44992	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dnaA	Rv0001	CCP42723	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
dnaB	Rv0058	CCP42780	protein_coding	0	2	1	4	0	0	0	0	1	0	1	0	0	0	0	0	2	3
dnaE1	Rv1547	CCP44311	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
dnaE2	Rv3370c	CCP46191	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
dnaG	Rv2343c	CCP45131	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	10
dnaJ1	Rv0352	CCP43082	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
dnaJ2	Rv2373c	CCP45161	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dnaK	Rv0350	CCP43080	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
dnaN	Rv0002	CCP42724	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
dnaQ	Rv3711c	CCP46537	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	2
dnaZX	Rv3721c	CCP46547	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
dop	Rv2112c	CCP44887	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
dosT	Rv2027c	CCP44800	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
dppA	Rv3666c	CCP46489	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dppB	Rv3665c	CCP46488	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dppC	Rv3664c	CCP46487	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dppD	Rv3663c	CCP46486	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dprE1	Rv3790	CCP46619	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dprE2	Rv3791	CCP46620	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
drrA	Rv2936	CCP45739	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
drrB	Rv2937	CCP45740	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
drrC	Rv2938	CCP45741	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
dsbF	Rv1677	CCP44442	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dut	Rv2697c	CCP45495	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
dxr	Rv2870c	CCP45672	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
dxs1	Rv2682c	CCP45480	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
dxs2	Rv3379c	CCP46200	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
eccA1	Rv3868	CCP46697	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
eccA2	Rv3884c	CCP46713	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
eccA3	Rv0282	CCP43012	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
eccA5	Rv1798	CCP44564	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
eccB1	Rv3869	CCP46698	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
eccB2	Rv3895c	CCP46724	protein_coding	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	9
eccB3	Rv0283	CCP43013	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
eccB4	Rv3450c	CCP46272	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
eccB5	Rv1782	CCP44549	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
eccC2	Rv3894c	CCP46723	protein_coding	0	1	1	9	0	0	0	0	2	0	1	0	0	0	0	0	1	7
eccC3	Rv0284	CCP43014	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
eccC4	Rv3447c	CCP46269	protein_coding	0	0	2	4	0	0	0	0	3	0	2	0	0	0	0	0	0	1
eccC5	Rv1783	CCP44550	protein_coding	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	2	1
eccCa1	Rv3870	CCP46699	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
eccCb1	Rv3871	CCP46700	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
eccD1	Rv3877	CCP46706	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1	1
